Time,Temperature (C),Pressure (hPa),Humidity
2024-08-08 14:17:56,28.378463809792184,1010.2875041930124,28.042448818567827
2024-08-08 14:17:57,28.383480999351477,1010.3782709542143,27.983703384543947
2024-08-08 14:17:58,28.383480999351477,1010.3782709542143,27.983703384543947
2024-08-08 14:17:59,28.3433434910262,1010.398794959925,28.043456471849726
2024-08-08 14:18:00,28.313240372005847,1010.3243150089646,28.097051954458596
2024-08-08 14:18:01,28.27812007972435,1010.3249835715969,28.127347552364053
2024-08-08 14:18:02,28.20787953794398,1010.3263050022988,28.19378027208579
2024-08-08 14:18:03,28.16774211110943,1010.3191521532508,28.27691329098751
2024-08-08 14:18:04,28.09750165896886,1010.3480834882808,28.314021872163007
2024-08-08 14:18:05,28.087467313319674,1010.3601118958856,28.530959642803257
2024-08-08 14:18:06,28.08245014093164,1010.2970226933794,28.525242305351746
2024-08-08 14:18:07,28.08245014093164,1010.3246639220373,28.478399178455042
2024-08-08 14:18:08,28.077432968834646,1010.3168574396725,28.578077533809292
2024-08-08 14:18:09,28.077432968834646,1010.3168574396725,28.607353387294577
2024-08-08 14:18:10,28.087467313319674,1010.3601118958856,28.642210567202767
2024-08-08 14:18:11,28.117570353759685,1010.2963815184486,28.7116563829368
2024-08-08 14:18:12,28.122587528184987,1010.3318304712293,28.898893030042796
2024-08-08 14:18:13,28.14265622879658,1010.3354115608294,29.02717569962531
2024-08-08 14:18:14,28.16774211110943,1010.3191521532508,29.50078428845099
2024-08-08 14:18:15,28.172759288445114,1010.3269578720972,29.043947167762727
2024-08-08 14:18:16,28.187810822198397,1010.4056668863641,28.94399914591779
2024-08-08 14:18:17,28.212896717607972,1010.3341104313596,28.685642696896718
2024-08-08 14:18:18,28.227948258346178,1010.3022316631304,28.58566316635968
2024-08-08 14:18:19,28.237982620293504,1010.2901937957685,28.491670195129718
2024-08-08 14:18:20,28.20787953794398,1010.2710116211811,28.43978853366866
2024-08-08 14:18:21,28.197845179489114,1010.3659867635588,28.434209996227935
2024-08-08 14:18:22,28.177776466071837,1010.3347636107616,28.452337262860272
2024-08-08 14:18:23,28.182793643989598,1010.3702150050988,28.47562525577653
2024-08-08 14:18:24,28.217913897563005,1010.3419158802203,28.462938990987357
2024-08-08 14:18:25,28.212896717607972,1010.3341104313596,28.44550647566587
2024-08-08 14:18:26,28.217913897563005,1010.3695630473228,28.568367356296974
2024-08-08 14:18:27,28.222931077809072,1010.3497213488786,28.609229035412433
2024-08-08 14:18:28,28.24299980170373,1010.3532951525079,28.684823513989464
2024-08-08 14:18:29,28.24299980170373,1010.3256469024203,28.60282215833234
2024-08-08 14:18:30,28.212896717607972,1010.2788166019723,28.597789927850588
2024-08-08 14:18:31,28.217913897563005,1010.3419158802203,28.60350942618026
2024-08-08 14:18:32,28.237982620293504,1010.2901937957685,28.597102383439033
2024-08-08 14:18:33,28.227948258346178,1010.3575268373326,28.491947604262737
2024-08-08 14:18:34,28.222931077809072,1010.2667792882582,28.62680010239345
2024-08-08 14:18:35,28.24299980170373,1010.2979986711832,28.749251778187002
2024-08-08 14:18:37,28.253034165397285,1010.2859598207048,28.702122228917904
2024-08-08 14:18:38,28.248016983404987,1010.3334520217585,28.70225860885878
2024-08-08 14:18:39,28.25805134768062,1010.2937645313308,28.73127239684023
2024-08-08 14:18:40,28.263068530254994,1010.3292183706748,28.971279376050767
2024-08-08 14:18:41,28.27812007972435,1010.3249835715969,29.597535957316246
2024-08-08 14:18:42,28.237982620293504,1010.2901937957685,29.036368360031595
2024-08-08 14:18:43,28.217913897563005,1010.3419158802203,28.802641035849188
2024-08-08 14:18:44,28.217913897563005,1010.3419158802203,28.68550619205436
2024-08-08 14:18:45,28.227948258346178,1010.2745841043038,28.790657050982855
2024-08-08 14:18:46,28.237982620293504,1010.400785937269,28.737673604196424
2024-08-08 14:18:47,28.237982620293504,1010.2901937957685,28.65567442407707
2024-08-08 14:18:48,28.248016983404987,1010.3334520217585,28.71983018028053
2024-08-08 14:18:49,28.217913897563005,1010.3419158802203,28.697219856072156
2024-08-08 14:18:50,28.248016983404987,1010.3611004959841,29.17080310454562
2024-08-08 14:18:51,28.26808571312041,1010.3370233449951,29.24055781255823
2024-08-08 14:18:52,28.26808571312041,1010.3093740119159,29.299122806996877
2024-08-08 14:18:53,28.25805134768062,1010.3490623197836,29.0826916299894
2024-08-08 14:18:54,28.25805134768062,1010.3214134161315,29.246674974686442
2024-08-08 14:18:55,28.248016983404987,1010.3611004959841,28.930682030509374
2024-08-08 14:18:56,28.237982620293504,1010.4284340197698,28.67324584164294
2024-08-08 14:18:57,28.222931077809072,1010.3497213488786,28.673655841883825
2024-08-08 14:18:58,28.20787953794398,1010.2986583023156,28.732632558983045
2024-08-08 14:18:59,28.187810822198397,1010.3227293063937,28.633616625821972
2024-08-08 14:19:00,28.217913897563005,1010.3972102332746,28.53908202361349
2024-08-08 14:19:01,28.20787953794398,1010.2157183154573,28.510073375061243
2024-08-08 14:19:02,28.19282800069824,1010.358180945643,28.487061364664196
2024-08-08 14:19:03,28.172759288445114,1010.3546030596885,28.458332954501763
2024-08-08 14:19:04,28.132621877908704,1010.3474429166038,28.582420670855235
2024-08-08 14:19:05,28.102518832230007,1010.3282479249125,28.571534534257573
2024-08-08 14:19:06,28.08245014093164,1010.3246639220373,28.630637006977757
2024-08-08 14:19:07,28.00719259003573,1010.3733963697134,28.644397539563993
2024-08-08 14:19:08,28.00217542230431,1010.310313348136,28.808445097195168
2024-08-08 14:19:09,27.987123920856273,1010.286892225489,28.715190023028228
2024-08-08 14:19:10,27.977089588012777,1010.3541881487304,28.727168844253313
2024-08-08 14:19:11,27.95702092581824,1010.3782293053316,28.698444270890693
2024-08-08 14:19:12,27.916883615399012,1010.3710339068538,28.705384124180814
2024-08-08 14:19:13,27.941969432228245,1010.3548053585398,28.698851957892938
2024-08-08 14:19:14,27.946986596467205,1010.3626133208819,28.7104226354613
2024-08-08 14:19:15,27.95702092581824,1010.3229577337511,28.762831316270187
2024-08-08 14:19:16,27.946986596467205,1010.2797073364438,28.798220586898974
2024-08-08 14:19:17,27.941969432228245,1010.3548053585398,28.839326508623117
2024-08-08 14:19:18,27.941969432228245,1010.2442649800732,28.780796143555364
2024-08-08 14:19:19,27.952003760997204,1010.3980568930725,28.792232613256857
2024-08-08 14:19:20,27.93695226828032,1010.2917276374496,28.851166632563583
2024-08-08 14:19:21,27.946986596467205,1010.3626133208819,28.768954852283585
2024-08-08 14:19:22,27.90183212879393,1010.3199757260898,28.822843203294546
2024-08-08 14:19:23,27.896814967174315,1010.339800862569,28.893206020407664
2024-08-08 14:19:24,27.92691794125759,1010.3037471405436,28.90410946970968
2024-08-08 14:19:26,27.931935104623435,1010.3391894936331,28.898123158813018
2024-08-08 14:19:27,27.93695226828032,1010.3469974161229,28.938959028834855
2024-08-08 14:19:28,27.946986596467205,1010.3349779739028,28.868457333251484
2024-08-08 14:19:29,27.952003760997204,1010.2598791317749,28.856617183046566
2024-08-08 14:19:30,27.967055256333435,1010.3385729014146,28.891334272963
2024-08-08 14:19:31,27.997158254863926,1010.2748687933947,28.931506562539347
2024-08-08 14:19:32,28.017226926371688,1010.3060962594186,28.930972997808777
2024-08-08 14:19:33,28.027261263871797,1010.3493489504466,28.9131442841066
2024-08-08 14:19:34,28.03729560253606,1010.3373240436729,28.89531465295148
2024-08-08 14:19:35,28.047329942364478,1010.352938055093,29.064816394376553
2024-08-08 14:19:36,28.04231277230475,1010.2622126193747,29.04738658299278
2024-08-08 14:19:37,28.052347112715243,1010.3607450906189,28.935893129127678
