Time,Temperature (C),Pressure (hPa),Humidity
2024-08-08 10:50:02,21.273958533184835,1023.3736450669915,47.48694972756779
2024-08-08 10:50:03,21.258757236614823,1023.4029712601092,46.913347726216365
2024-08-08 10:50:04,21.238488845262676,1023.3969879425165,46.35699171123324
2024-08-08 10:50:05,21.238488845262676,1023.3428905454828,47.028854199934145
2024-08-08 10:50:06,21.238488845262676,1023.3969879425165,47.80480599093915
2024-08-08 10:50:07,21.228354651332833,1023.3263751465249,48.221470981597285
2024-08-08 10:50:08,21.218220458567142,1023.3910032890163,48.695948648168724
2024-08-08 10:50:09,21.223287554804468,1023.3451655050189,48.811813847781
2024-08-08 10:50:10,21.218220458567142,1023.4180511355345,48.452833844645006
2024-08-08 10:50:11,21.228354651332833,1023.380471646486,48.29672950934547
2024-08-08 10:50:12,21.228354651332833,1023.4075199235102,48.7887634168388
2024-08-08 10:50:13,21.228354651332833,1023.3263751465249,49.124463296689704
2024-08-08 10:50:14,21.238488845262676,1023.4510854116694,49.56451752833154
2024-08-08 10:50:15,21.218220458567142,1023.3910032890163,49.59300745748109
2024-08-08 10:50:16,21.233421748152235,1023.4428268013581,50.95299278055885
2024-08-08 10:50:17,21.243555942664155,1023.3511482862311,51.46804770608724
2024-08-08 10:50:18,21.258757236614823,1023.3488721049769,52.000535896337034
2024-08-08 10:50:19,21.258757236614823,1023.4029712601092,52.607710869710786
2024-08-08 10:50:20,21.263824335180455,1023.3841795243038,52.208863473917475
2024-08-08 10:50:21,21.268891434037126,1023.3383373864255,51.74055615266433
2024-08-08 10:50:22,21.273958533184835,1023.4547958451853,50.66473835501372
2024-08-08 10:50:23,21.279025632623583,1023.3819027759928,50.56071791395628
2024-08-08 10:50:24,21.289159832374192,1023.3984182764757,49.536687621659766
2024-08-08 10:50:25,21.279025632623583,1023.3548523283857,48.62769129593467
2024-08-08 10:50:26,21.28409273235337,1023.3631098406078,48.46568942770705
2024-08-08 10:50:27,21.28409273235337,1023.4172112024008,48.43095228128395
2024-08-08 10:50:28,21.279025632623583,1023.3819027759928,47.75920744088587
2024-08-08 10:50:29,21.279025632623583,1023.4089532416318,47.63181114272614
2024-08-08 10:50:30,21.273958533184835,1023.3195446383548,47.6201408040932
2024-08-08 10:50:31,21.268891434037126,1023.3924374025811,47.49844452628222
2024-08-08 10:50:32,21.258757236614823,1023.3488721049769,47.492479195859886
2024-08-08 10:50:33,21.248623040356673,1023.3594060544896,47.50967679525238
2024-08-08 10:50:34,21.233421748152235,1023.3887297807435,47.48046205728437
2024-08-08 10:50:35,21.223287554804468,1023.4263096632887,48.423988377508635
2024-08-08 10:50:36,21.228354651332833,1023.3263751465249,48.81191619795252
2024-08-08 10:50:37,21.223287554804468,1023.4263096632887,48.69604968644072
2024-08-08 10:50:38,21.238488845262676,1023.4240366680781,48.8526387796491
2024-08-08 10:50:39,21.223287554804468,1023.3451655050189,48.649742917213835
2024-08-08 10:50:40,21.228354651332833,1023.380471646486,48.11726411432698
2024-08-08 10:50:42,21.223287554804468,1023.3722135397468,47.44554534790684
2024-08-08 10:50:43,21.208086266965605,1023.3744867646127,47.05152603293995
2024-08-08 10:50:44,21.208086266965605,1023.3474393846556,47.30631649608043
2024-08-08 10:50:45,21.203019171601394,1023.3662285437007,47.763642852460805
2024-08-08 10:50:46,21.203019171601394,1023.3932757174205,48.41201956215658
2024-08-08 10:50:47,21.218220458567142,1023.3910032890163,49.216850354711276
2024-08-08 10:50:48,21.223287554804468,1023.3451655050189,49.63362594549924
2024-08-08 10:50:49,21.218220458567142,1023.3639554605268,49.55828700914524
2024-08-08 10:50:50,21.228354651332833,1023.3263751465249,49.08394955459033
2024-08-08 10:50:51,21.233421748152235,1023.3887297807435,48.864112313166785
2024-08-08 10:50:52,21.243555942664155,1023.3781972000021,48.99165803676448
2024-08-08 10:50:53,21.238488845262676,1023.3699392349848,49.8191371005752
2024-08-08 10:50:54,21.248623040356673,1023.3594060544896,50.525271598612996
2024-08-08 10:50:55,21.25369013834023,1023.3676638502558,50.36339317672167
2024-08-08 10:50:56,21.268891434037126,1023.4194874377063,50.0165717486588
2024-08-08 10:50:57,21.289159832374192,1023.4254691906627,50.21378516682096
2024-08-08 10:50:58,21.289159832374192,1023.3713673803213,49.473021932259115
2024-08-08 10:50:59,21.279025632623583,1023.3548523283857,48.9865997846773
2024-08-08 10:51:00,21.289159832374192,1023.3443165021997,48.73788615124883
2024-08-08 10:51:01,21.289159832374192,1023.3713673803213,48.40210191726533
2024-08-08 10:51:02,21.289159832374192,1023.3984182764757,48.025752559544195
2024-08-08 10:51:03,21.28409273235337,1023.4172112024008,47.85194755098285
