Time,Temperature (C),Pressure (hPa),Humidity
2024-08-01 14:25:32,24.127340591792017,1005.7060848720669,53.79793693179034
2024-08-01 14:25:33,24.127340591792017,1005.7060848720669,53.756928438076365
2024-08-01 14:25:34,24.13747100515757,1005.6956178844547,53.7572125074453
2024-08-01 14:25:35,24.1425362122769,1005.7317411375992,53.76907168717699
2024-08-01 14:25:36,24.127340591792017,1005.7060848720669,53.81551184856183
2024-08-01 14:25:37,24.13747100515757,1005.6956178844547,53.85094759893268
2024-08-01 14:25:38,24.13747100515757,1005.6956178844547,53.839230854335405
2024-08-01 14:25:39,24.13747100515757,1005.7783313366033,53.804080377391614
2024-08-01 14:25:40,24.13747100515757,1005.7507601671372,53.792363470693026
2024-08-01 14:25:41,24.13747100515757,1005.7507601671372,53.76892953571988
2024-08-01 14:25:42,24.127340591792017,1005.7336555696884,53.762786824713835
2024-08-01 14:25:43,24.132405798329273,1005.7697787949967,53.72191954775073
2024-08-01 14:25:44,24.14760141968727,1005.7402932914412,53.698909459767
2024-08-01 14:25:45,24.13747100515757,1005.7231890164211,53.7337783293202
2024-08-01 14:25:46,24.13747100515757,1005.7231890164211,53.76307102664826
2024-08-01 14:25:47,24.1425362122769,1005.7317411375992,53.90381612401142
2024-08-01 14:25:48,24.13747100515757,1005.7783313366033,53.979829114831155
2024-08-01 14:25:49,24.11721017959062,1005.633840425583,54.014397922394885
2024-08-01 14:25:50,24.1425362122769,1005.7317411375992,54.01512270325106
2024-08-01 14:25:51,24.13747100515757,1005.6680467712379,53.909530714039164
2024-08-01 14:25:52,24.13747100515757,1005.6680467712379,53.804080377391614
2024-08-01 14:25:53,24.132405798329273,1005.7146369279097,53.74535354179135
2024-08-01 14:25:54,24.1425362122769,1005.7593125148634,53.69876811424409
2024-08-01 14:25:55,24.13747100515757,1005.7231890164211,53.6810508358558
2024-08-01 14:25:56,24.132405798329273,1005.6594951358211,53.68676825275674
2024-08-01 14:25:57,24.132405798329273,1005.7146369279097,53.72191954775073
2024-08-01 14:25:58,24.13747100515757,1005.7231890164211,53.76892953571988
2024-08-01 14:25:59,24.127340591792017,1005.6785141931942,53.88581060386933
2024-08-01 14:26:01,24.132405798329273,1005.7146369279097,53.96796840055824
2024-08-01 14:26:02,24.132405798329273,1005.7146369279097,54.01483282249173
2024-08-01 14:26:03,24.127340591792017,1005.7060848720669,54.014687866320486
2024-08-01 14:26:04,24.127340591792017,1005.7612262860592,53.99125600149529
2024-08-01 14:26:05,24.127340591792017,1005.7336555696884,53.94439178556306
2024-08-01 14:26:06,24.13747100515757,1005.8334737317846,53.94468009679914
2024-08-01 14:26:07,24.132405798329273,1005.7146369279097,53.97968456682822
2024-08-01 14:26:08,24.127340591792017,1005.7612262860592,53.973681996502236
2024-08-01 14:26:09,24.127340591792017,1005.7612262860592,53.979540008297455
2024-08-01 14:26:10,24.127340591792017,1005.7060848720669,53.96782397457614
